Neighborhood,Property Type,Year Built,Square Footage,Bedrooms,Bathrooms,Purchase Price,Down Payment,Loan Amount,Loan Term (Years),Interest Rate (%),Property Taxes,Insurance Costs,HOA Fees,Maintenance Costs,Renovation Costs,Current Market Rent,Vacancy Rate,Rental Growth Rate (%),Appreciation Rate (%),Property Age,Net Operating Income (NOI),Rental Yield,Debt to Income Ratio,Annual Cash Flow,Cap Rate (%),Total ROI (%)
4,2,1.1022811200412073,1.317799849324951,0.2953084660864278,-0.439270784295261,-1.4461927961628642,-1.1200588740390949,-1.451817604327038,30,4.27,-1.33670446470203,0.7869197164639549,1.417308045098975,-1.1601503047245196,-1.385839869555044,-0.641806772225506,0.1,0.04,0.02,25,3080.3606153267565,2.498296721304714,-0.0054162679724681,3.4897977589656053,7.430137525214303,2047.6691070823194
5,1,-0.1106317581270646,-0.8341604844399114,0.2953084660864278,-0.439270784295261,-0.9711050300200432,-1.041542981081163,-0.8890865326213429,15,4.33,-0.6436332342389897,0.168264020411289,-0.9400390181474884,-1.1557832778432495,1.1661613639795392,0.400856993928524,0.19,0.04,0.01,68,4442.417100627184,2.5750463151582643,-0.0054703810165325,4.921750814992553,7.575408291217537,2061.3799386854866
4,0,-0.9568500452212078,0.8528311638563142,-1.4661847503196708,-0.439270784295261,-0.7121088900583881,-0.038831881931326,-0.8668521914224802,30,5.78,-0.4135513520681826,-0.7491713063961704,1.5052761008326978,-1.2334256504300245,0.9839461914515548,-0.1645430895071519,0.12,0.02,0.02,98,3478.6145842230503,0.6832159444841489,-0.0045670824631858,2.6487716683580027,5.300974197329406,1964.6856856176096
0,1,0.9330374626223784,-1.3464944010258966,1.4696372770238268,0.4542097793188898,-1.542026995558468,-1.246372655767098,-1.532583348333212,15,3.17,-1.4088886998994228,1.210075493003678,-0.8721325241774804,-1.424816543438199,1.2553958006896135,-0.6396835457136101,0.19,0.03,0.03,31,3344.7964987351825,3.3708854358164166,-0.0058776424854268,4.264913887759839,9.313398313238928,2071.692550623836
0,1,-1.4363737412412223,0.9704548211310626,1.4696372770238268,0.4542097793188898,0.7210848786202894,-0.0920119963990255,0.916709209088315,30,3.72,0.4799730452957932,0.5883048871527047,0.0040656488535921,-1.3531133851844102,0.8749713740713009,-1.2494668361388064,0.12,0.05,0.04,115,1719.6934846765296,-1.7887356575445392,-0.0301669485069765,2.1224072435945893,1.9636292370458543,1948.7657125992077
0,1,-0.9568500452212078,1.5309433893530189,-0.2918559393822717,-0.439270784295261,0.7173534725864442,1.4844584283325497,0.4448009897763777,15,4.11,0.0698871924009215,1.1491774332600069,1.5315453911421657,-1.2677516227623624,1.6893056705181593,-0.1790783954739474,0.05,0.04,0.02,98,3386.1754608049287,-0.9035301248241076,-0.0015280662070522,2.122836759938889,3.554492720341994,1949.1181915800814
1,2,1.666426644770636,-0.8720526693337901,-0.2918559393822717,-1.3327513479094115,0.6050499049115868,1.0453131893226393,0.4364519660270374,15,3.82,0.7242517934034233,0.7472439462047098,-0.3608276632260493,-1.2612346638444558,-0.8130097002275302,-0.4836529885580835,0.19,0.04,0.01,5,2192.625096136432,-1.1030131504065177,0.0116981620540002,2.1236751456897607,2.4856047036280886,1949.047980840376
4,0,-1.5774101224235797,-1.7175220447784592,-0.2918559393822717,-0.439270784295261,-0.0463846718027649,-0.4438843809215576,0.0743645719899295,30,4.66,-0.1335113070855265,-1.702962979384881,-0.8466959779412232,-1.1893430164198364,1.4010869787940818,-0.3786085046545059,0.18,0.03,0.01,120,2986.754384169627,-0.5678408343525124,-0.0009285205336352,2.1283435550668033,3.4174828866497236,1949.0876140438104
5,2,-0.6183627303835505,0.6175838493068171,-1.4661847503196708,0.4542097793188898,-1.1476803928067627,-1.15194386224081,-1.0741608371272378,15,4.06,-1.0165486270300377,1.2909687565536545,2.554685041091617,-1.2279450208613194,1.4766329616897462,-0.9471913823604232,0.07,0.04,0.02,86,2329.9839180866575,0.1849291968983507,-0.0010537474394983,2.123800494949827,3.5614752397628555,1949.1674900784883
4,2,-1.097886426403565,0.4075979913532391,0.2953084660864278,-0.439270784295261,-1.0013801542722252,-0.5751047455737694,-1.0646939789745038,15,4.15,-1.222124374423641,-0.1073583011358874,-0.3760441685638102,-1.1791328252428237,-0.5165912219449271,0.1275498772035829,0.18,0.02,0.03,103,4304.593511949644,2.1304564635320182,-0.0056546541680039,5.023725473390098,7.856909508116889,2043.8418362254504
4,0,-0.7311918353294363,-1.292024385240946,-0.2918559393822717,0.4542097793188898,-0.0351189976575602,-0.2016506274077253,0.0164562083783631,30,5.82,-0.5143289001973776,1.6221403028373085,-0.4556090795587694,-1.1663986124104382,-0.8078808548290666,-1.18345044650014,0.12,0.04,0.02,90,1759.3551391629114,-1.4868746625947515,0.1749333221259076,2.1261178218508037,2.0282544558308873,1948.997615229166
3,1,-1.3235446362953365,0.7502064964353926,0.8824728715551274,-0.439270784295261,-1.0325418135425977,-0.6774053361971234,-1.0728063838791797,15,4.56,-0.7485910983499227,0.6408021295615481,2.4275780139169862,-1.2315385921795268,-1.0446408691513434,-0.5890165700877265,0.19,0.05,0.03,111,2551.249046848634,0.6892989051607377,-0.0026859021898066,2.098849888174588,3.8340565609967485,1948.2376692616413
1,2,0.8766229101494357,0.2015592359927736,0.8824728715551274,0.4542097793188898,0.030414486620694,-0.2820465557986024,0.1211209940218927,30,4.66,-0.3710345387701221,0.5648958680623971,0.3036264031895134,-1.2283328319139477,-1.1242438434894242,-0.3353216843801843,0.11,0.04,0.02,33,3253.5110432904175,-0.587137658498071,-0.0018377220784095,2.1235139061146775,3.7350034365323315,1949.0666067132527
5,0,1.1022811200412073,0.3428655088261964,0.2953084660864278,1.347690342933041,-0.5491552075563114,-0.8244269136925204,-0.4329839627455296,30,5.38,-0.0724540182758679,0.810753495981305,1.3624226402737178,-1.3624699587372022,0.5704700513338335,-0.2429879225815415,0.06,0.05,0.02,25,3402.8303883701637,0.2375659429985026,-0.0035623017026854,2.155754849871217,4.566939713324357,1950.9929745935583
6,2,1.1869029487506215,-0.4528703739452568,-0.8790203448509712,-1.3327513479094115,-1.570270224954239,-1.1002080937652177,-1.6107473127617742,15,4.37,-1.3158452201693116,0.2559849145292716,1.587566356067256,-1.333527843755595,-0.3436193193619877,-1.1113425649997912,0.15,0.05,0.04,22,2288.0188916293855,1.569500231411965,-0.0041810365267987,2.182154578148211,5.105666907351018,1969.0904364540154
0,0,-0.9286427689847364,-0.6036496930021492,1.4696372770238268,1.347690342933041,-1.5599424857742392,-1.4092497628264216,-1.50640062897767,15,4.37,-1.3311524825387837,0.574067546912968,2.6079049577704523,-1.2724385757075325,1.5606229948279162,0.2580567152690903,0.14,0.04,0.03,97,4540.8585517421525,7.518955314576478,-0.0063281139323556,5.311693617374892,10.292227224459293,2106.8098510088475
2,1,-0.1106317581270646,-0.7118003040534281,1.4696372770238268,1.347690342933041,-0.5287560346055848,-0.114880574054137,-0.6181497093013222,30,5.3,-0.4645219351568587,0.4327639115170352,-0.0920784395989274,-1.422065757033245,-0.737778561457109,-0.8827991178185253,0.1,0.03,0.01,68,2575.385412499215,-0.7486330406972512,-0.0008677957130241,2.117830494613146,3.3376108027682934,1948.688694525057
5,0,0.7637938052035499,-0.7528501710217966,1.4696372770238268,-0.439270784295261,-1.5238105448656,-1.3125826746452784,-1.490487632398677,30,4.25,-1.495355681367754,-0.2822966696064698,2.293506218130048,-1.2757237758535382,0.680039958709052,0.19418400711835,0.16,0.03,0.01,37,4484.454271444451,6.618286668881608,-0.0062990010811205,5.538357100674277,10.221188230194814,2089.9794154979113
6,0,0.9894520150953214,0.7809938966616691,0.2953084660864278,-0.439270784295261,-0.430344993790665,-0.6722303890493145,-0.331550357912545,30,3.09,-0.5601914177794334,0.6140894182609142,0.3989377475688223,-1.3967713769246812,-0.1092597320077721,-1.1480551559781262,0.14,0.01,0.02,29,1997.5561847478114,-1.2181555723019215,0.0165280730956519,2.1237307156384757,2.4098481096064583,1948.890329187112
3,1,-1.6338246748965224,-1.1980833435248717,1.4696372770238268,1.347690342933041,-1.3394931915263055,-1.139743072029605,-1.314372250784135,15,3.78,-1.3048549565668597,-0.1627030115926779,0.1460106613327057,-1.1903446810939429,-0.7636289940523334,0.3681044863095639,0.11,0.04,0.02,122,5056.676153375745,4.930454790443555,-0.0062354262906556,6.4980168930924656,9.93507874271737,2089.417340770853
1,1,-1.549202846187108,0.5220639665534978,-0.8790203448509712,-1.3327513479094115,0.325289059222791,0.5740965682577712,0.2310566540679743,15,5.85,-0.1456905899617192,-1.6658829672908912,-0.5547056242708546,-1.4079868436794565,0.5898623735534697,-0.3447759743011706,0.08,0.04,0.03,119,3550.9141810616766,-0.8185375468248225,-0.0025187412465004,2.122052910122081,4.045229093379232,1950.1010722038293
5,1,0.4535137666023641,-0.9999387933506309,-0.8790203448509712,0.4542097793188898,-1.4106734093120847,-1.4418428495547582,-1.3126207085380197,30,4.73,-1.1232857865139847,-0.4374758122857703,2.432195958322973,-1.387156262670137,0.3222068090158658,0.1460248115537233,0.09,0.04,0.02,48,4599.892797866482,4.941907891423648,-0.0061010480412363,5.812302138081057,10.064481449339052,2075.7256030910294
1,1,1.1869029487506215,-0.9580995058636398,0.8824728715551274,-1.3327513479094115,-0.7940396517600682,-0.7390200614427591,-0.7603576349447899,30,3.21,-0.6111305517316727,-1.69264287419453,0.4585168008067222,-1.3028423844889891,-0.2264329520163309,-0.7162424299980494,0.18,0.03,0.01,22,2658.665099675547,-0.1099496694432567,-0.0020578745497169,2.109814546188661,3.596247451146117,1948.3000911344313
5,1,0.1432337280011783,0.0057829473744002,0.8824728715551274,1.347690342933041,-0.4905775981608736,0.0231031303606249,-0.6119597162800217,30,3.97,-0.6974414970999916,1.4983147724207655,-0.0757263741613335,-1.314223952811929,0.8701684442398468,-0.3339512009861857,0.15,0.02,0.02,59,3387.0485170421043,0.0084926235451665,-0.003874639988261,2.2136629725568033,4.367756871444252,1953.1775029463352
6,2,0.0304046230552925,-0.3691917989712746,-0.2918559393822717,0.4542097793188898,-0.8117437495268288,-0.2733481209484953,-0.9202319835551498,30,4.67,-0.7306481564306218,-1.0751828000846486,-0.2178984986604137,-1.327042660789859,0.1944645139106891,-0.9405885160979948,0.12,0.04,0.02,63,2553.211800039799,-0.4858207028077921,-0.002123197884696,2.119612935741257,3.576566511266677,1948.7402815049802
0,2,-0.6747772828564934,-0.3076169985187217,0.2953084660864278,-0.439270784295261,-0.8997696998507422,-0.6694637033162476,-0.9113904402499244,30,4.66,-0.9371056892266232,1.7129289111505932,0.951804108174138,-1.3428201432233149,-0.1564690516664581,-0.8185377651232182,0.08,0.04,0.02,88,2762.1583029277353,-0.1051208295332693,-0.00301858644139,2.124040019440657,4.041430234323179,1948.989444948665
1,1,1.6946339210071073,-0.5436537335868412,-0.8790203448509712,-0.439270784295261,0.2153536583077959,-0.2500520261251193,0.3397534052490909,30,5.94,0.6626054380766625,-0.7111159185067514,0.234508645113017,-1.3571315987725343,0.7232718629130198,-1.149982014720136,0.06,0.01,0.02,4,1719.8023618791592,-1.5531370290789606,-0.0409420278313657,2.129980466971479,1.9706705640433584,1948.9179547301435
5,1,1.412561158642393,1.4338446655624546,-1.4661847503196708,-1.3327513479094115,-0.2089836728487737,-0.2229097626551032,-0.1916984169868485,30,4.02,0.34052757433552,-0.8625980722840207,2.130288379780731,-1.4114915867677322,-1.5002715237961024,-0.4777333184950513,0.14,0.04,0.01,14,2522.9835397148267,-0.5310029450999532,0.0013652218882914,2.1167021844959897,2.9697537461897587,1948.681578678791
2,1,1.6946339210071073,0.2244524310328253,-1.4661847503196708,-0.439270784295261,-1.383974281142026,-0.9984133585593428,-1.4111319115884655,15,5.33,-1.318150683786555,1.4079194607991858,-0.0059272800249374,-1.274439738513552,-0.2426719892277641,-0.3361971573542609,0.06,0.05,0.01,4,4001.41452163361,3.071916680477819,-0.0060099511773072,5.242789015708201,9.903766540993967,2058.4159684255824
2,2,0.5381355953117785,-0.3762965836388769,-0.2918559393822717,-1.3327513479094115,-1.284413535993171,-1.2877589426881115,-1.2025576609319246,15,3.47,-1.220597881724291,0.6495018523820723,0.6472468893989518,-1.4350195128079002,-0.7295559400499391,-0.8625446005537898,0.18,0.01,0.02,45,2782.2662923043367,0.871188916857321,-0.0040936987094485,2.288593528094971,4.998598010093283,1955.8053538042202
6,1,0.3970992141294212,-0.461553999650104,0.2953084660864278,-1.3327513479094115,-0.2850667036430253,-0.0171188140891834,-0.3465459731983301,30,5.48,-0.7325556675137239,-1.1621642964222247,0.032908875389348,-1.228095234453399,0.243008634267383,-0.8516952812675691,0.07,0.04,0.03,50,2729.846878926928,-0.9327695606853632,-0.0008037887632603,2.119418874539802,3.3850296567880402,1948.6912344648379
6,1,0.2278555567105926,1.452790758009394,0.2953084660864278,-1.3327513479094115,-0.1471605664515915,0.5047755550717351,-0.3311459525717204,30,4.81,-0.6963129569347826,-0.9441206105407256,1.4208661334117847,-1.195868641506517,0.3049948688591763,-1.3448238433946578,0.16,0.04,0.03,56,1719.7501129025852,-1.626584459558884,-0.0313611943062122,2.121567890539689,1.9687868943621738,1948.830870929582
2,2,-0.0260099294176503,1.6154113848456235,1.4696372770238268,1.347690342933041,0.6730305503877629,-0.1724640575712155,0.8812837955134392,30,4.9,0.6004849265390099,-1.4206388822110436,0.1856038568135464,-1.3481650028145635,0.5921970638360405,0.1960290459562405,0.1,0.04,0.02,65,3909.9155400244645,-0.5645042659530866,-0.002145679636374,2.179630781869956,3.9152659605130795,1950.3836891056164
4,1,-1.6056173986600508,1.2001761920502023,-1.4661847503196708,0.4542097793188898,-1.0385343411359618,-1.200354341261063,-0.925182676201504,30,5.59,-0.7434273920634527,-1.7324444993951211,2.159207310323142,-1.310995804943684,-1.5388119045513946,-0.428592284080993,0.14,0.03,0.02,121,3173.773479967981,1.0616932194916766,-0.0042013744338621,2.3938395920417945,5.09810867767963,1954.7387143343574
0,2,-0.7593991115659077,-0.8933670233365969,-0.2918559393822717,1.347690342933041,0.5821849231557625,0.4493829009900184,0.5848975510319724,15,5.92,0.7084534406726702,-0.9082204885218526,-0.5319944222741965,-1.285325890854922,0.1843452161358466,-1.2114205807233267,0.2,0.05,0.02,91,1719.7979071253762,-1.723615543026032,-0.0231301732832593,2.125356453513848,1.981582671845629,1949.1560899328001
0,1,1.2715247774600358,-0.744955965835572,0.2953084660864278,0.4542097793188898,-0.3771094477421001,-0.6372897963871864,-0.2762433334298615,30,5.94,-0.6131094281628429,0.1715047851509417,0.3204326926670405,-1.1781463263640712,0.0320762176916867,0.2357812463726079,0.18,0.02,0.03,19,4087.1054858655807,0.6204129808153621,-0.0042743441114915,2.6679125637452703,5.113275385809438,1959.6425544890997
4,0,1.6382193685341646,1.5427846971323558,-0.2918559393822717,-1.3327513479094115,-0.9600315452560336,-0.988943263062598,-0.8910196376210691,30,5.6,-0.91589808502876,-0.0601155025282293,0.1268575476488573,-1.2240755765038125,-0.4212674922631204,0.3343210478987003,0.18,0.05,0.02,6,4457.877210374794,2.389221207411771,-0.0055027095253604,4.952852641511057,7.747752494598,2090.1924069872143
4,2,1.35614660616945,0.915984805346112,-1.4661847503196708,0.4542097793188898,0.2310863865899484,0.5869253026858111,0.1110579885152221,30,4.16,0.4414853502081408,1.104184291728904,2.581105739414396,-1.3013619139901296,-1.5982669307692563,-0.4583215462427448,0.14,0.04,0.04,16,2271.8428878479785,-0.8675345714531889,0.0074760580068708,2.124855256605449,2.605920906863669,1949.0198185713011
4,2,0.1714410042376497,1.214385761385407,-1.4661847503196708,-0.439270784295261,-0.6321480298381981,-0.3399659279732729,-0.6789593576258364,15,3.22,-0.3297127926566557,-0.8191781175197397,1.2276695084268792,-1.3296266234459173,-1.4484710156297522,-0.7781391874643082,0.15,0.03,0.04,58,2383.7267472640438,-0.4641090786824502,0.0005434609319721,2.1234430260780512,3.085781773771919,1949.026017334485
1,1,1.468975711115336,1.4148985731155153,0.8824728715551274,-1.3327513479094115,-0.0970706336790984,-0.5210279099245952,0.0347123921926293,30,5.99,0.2093604837511194,-0.234440328159751,-0.7588793302208117,-1.2613762112677611,1.2926235236304315,-0.5662256357952923,0.15,0.05,0.01,12,2575.3261793747606,-0.7395036577848447,0.0019750048484965,2.117526794503272,2.9712931863015912,1948.625269988851
2,2,-0.6747772828564934,0.577323402857071,-0.2918559393822717,1.347690342933041,-1.3140384142155417,-1.074728598845183,-1.3022465504740834,15,3.51,-1.4011981764584818,1.2775652053003328,1.214269899248851,-1.37487919024057,1.431880810138176,-1.119540919392546,0.12,0.02,0.02,88,2420.5565374218336,0.2259471044591069,-0.0030666934970024,2.117522625089353,4.058607299985117,1948.404521329053
0,0,1.5253902635882788,0.1194595020560363,1.4696372770238268,-0.439270784295261,-1.498967647124776,-1.0310648894188112,-1.5432937155931865,30,4.92,-1.3992059946234348,-0.8708258390744987,2.068135390316543,-1.3868998885105783,-0.3953769256914913,-0.493450922076371,0.09,0.03,0.03,10,3641.4285865804673,3.5241667770776006,-0.0060647440673659,5.029523160188327,10.143789668233262,2123.6290194990584
1,0,-1.6620319511329935,0.8188860815555478,-0.2918559393822717,-1.3327513479094115,-0.2299637584388,0.0944673767864531,-0.3116552643797733,15,5.73,0.0660165294548677,1.1460467915940318,2.286314337497773,-1.2203585122805782,-0.9301787684454264,0.0933000653392391,0.08,0.02,0.02,123,3639.0952016497677,0.202765165385534,-0.0037390179839714,2.2190493716883872,4.575122449132771,1952.661915773513
2,1,1.0458665675682643,-0.8562642589613407,1.4696372770238268,-1.3327513479094115,0.6403579588269958,0.8638121334539584,0.5338047889217002,30,5.37,-0.1912482928367731,-0.4736433760550031,-0.6340434232458472,-1.1816821232237866,-0.5959568522501325,-0.6180953640117296,0.08,0.04,0.04,27,2824.764367331999,-1.234093741436738,0.0015375886352242,2.118225955184554,3.0039022127812527,1948.744769718037
6,1,0.0868191755282354,0.0215713577468496,-0.8790203448509712,0.4542097793188898,0.6678112438421732,1.5726609407363203,0.3575468242660147,30,5.24,0.3388002909958436,-1.3378263308055454,2.513274949451043,-1.4037873627278132,1.617573799311153,0.2004595937643012,0.16,0.05,0.04,61,3576.2138603601193,-0.5572892298606177,-0.0023428672180318,2.1183600768915065,3.796506124632237,1948.6242282331839
2,1,-0.4209117967282504,-1.1570334765565031,0.2953084660864278,-1.3327513479094115,-1.0074332270752722,-1.17752885377043,-0.8935865238716394,30,5.02,-0.8091875363525666,0.2867407158206377,1.98153000670262,-1.1728238543754883,-1.3514893375433694,-0.95255876807065,0.05,0.05,0.03,79,2287.353509973231,-0.1633366145164627,0.000447292600038,2.1194270132357724,3.137452499965363,1948.9629731553177
3,2,0.5945501477847213,-1.332284831690692,1.4696372770238268,1.347690342933041,0.6557900638760111,0.0931939055845188,0.7812704910134137,30,3.35,-0.161492571438984,-1.6076278613154809,2.6382622644393185,-1.4109044538333062,-0.9139812491406184,-0.3934179073001011,0.11,0.02,0.04,43,3017.2742043544845,-1.0508824800905554,0.0008224124876896,2.140278218890349,3.1608580550491068,1949.4918744093159
1,1,-0.2234608630729503,-0.741798283761082,0.2953084660864278,-1.3327513479094115,0.4605795322637976,0.6272561282217253,0.382175175589537,30,3.1,0.2190492369379608,-0.2018753620865401,2.4665655773445825,-1.19733250184856,-1.3825987049778172,-0.1207121668704368,0.13,0.05,0.02,72,2986.67087641227,-0.6990349963405025,-2.396072400388587e-05,2.1255382733160357,3.1648224813206167,1949.0962206783588
4,0,-1.041471873930622,-0.9509947211960376,0.2953084660864278,-1.3327513479094115,0.0197785659752869,0.2636433248429617,-0.0537543286671146,15,3.15,-0.1968486582868447,1.6859015624965947,1.8473825069090253,-1.3851702656594718,1.1446765392659806,-0.3627436252457713,0.14,0.04,0.02,101,2931.4014446407996,-0.6081169788075269,-0.0010041353141082,2.118831654283423,3.45762665212729,1948.953238128221
2,2,1.1022811200412073,-1.722258567890194,-0.2918559393822717,-0.439270784295261,0.8573063632063899,0.8108122217239152,0.8171140372478173,15,3.33,1.4406304627125617,-1.2802476951398678,0.2245157162344875,-1.216692000708525,0.310980367064345,-1.3539631266847847,0.09,0.02,0.02,25,1719.6460679752456,-1.899500636821846,-0.0155309247837127,2.126554476231733,1.979745799519641,1949.0208318001905
0,1,-1.492788293714165,1.3391142033277577,0.2953084660864278,0.4542097793188898,-0.3658500225290874,-0.8653774286244879,-0.1947442667602177,15,5.84,-0.8147467760088366,0.974333455995434,2.1501985335311344,-1.293815847530333,-0.1416007973387747,0.3917095286479851,0.06,0.03,0.02,117,4895.423428962835,0.8105604977624339,-0.0049053238049369,3.711664548360483,6.124648862944282,2005.1972483538166
1,2,0.0304046230552925,1.1275495043369348,-1.4661847503196708,-1.3327513479094115,-0.8587498640193715,-1.075089169416911,-0.7405561857055583,15,3.83,-0.6869628867557213,0.1614363898432825,0.0993769932329009,-1.1571279783646529,0.1092856847128105,-0.547746610449946,0.14,0.01,0.03,63,2931.697128923149,0.329031247736076,-0.0030676687702531,2.119749559096561,4.197009259826325,1948.6057830299007
2,1,0.6227574240211927,-0.3502457065243353,0.2953084660864278,1.347690342933041,0.6008677028931961,0.3061465715638956,0.6504010125166676,30,4.2,0.9246033554020244,-0.6546857091808541,0.0514563570199521,-1.3708176458085768,1.5729157550146005,-0.1186134863297768,0.12,0.01,0.01,42,3080.2711049774375,-0.7863057012502487,0.0002368311833821,2.1342529154474437,3.1503543835996193,1949.0637730533142
4,2,0.96124473885885,0.6688961830172778,-0.8790203448509712,-1.3327513479094115,-0.1770027884869653,-0.0506294241473636,-0.2033192896459925,30,5.01,-0.266862903070106,1.2871459127102776,2.430833286203174,-1.322273379241338,1.442310800247599,-1.2883026536290374,0.09,0.02,0.01,30,1719.723912909997,-1.54583764033911,-0.0241732069658077,2.1294339068396395,1.9926434957549775,1949.3857061943368
3,2,-1.1825082551129793,1.3777958087402589,-0.8790203448509712,-1.3327513479094115,-0.7865343866292319,-0.5948949354631116,-0.7938224644131606,15,5.29,-0.6617914817846647,1.0573819854159558,2.0676054622699542,-1.1629285339972577,1.1052656664017744,-0.2534567793136075,0.15,0.01,0.04,106,3126.0870773193997,0.7016081816062381,-0.0038024190424935,2.232717444332354,4.732459725374921,1952.4184423654729
2,1,-0.7593991115659077,-1.5533225769049848,-0.8790203448509712,0.4542097793188898,0.122755096487589,-0.2501722163156952,0.2255717460527765,30,4.05,-0.3179846839301126,-1.2406348523512951,1.3566691357678975,-1.424347125962951,0.8372751907507255,0.4060402848544823,0.06,0.03,0.02,91,4915.2821172932445,0.1142725994656977,-0.0044646985057945,3.3892587798793397,4.935451019261333,1995.8759990011786
4,0,-1.154300978876508,0.6523183521262059,-0.2918559393822717,0.4542097793188898,0.3139484375670419,0.3951163695592896,0.2701226210771021,15,5.65,-0.2180550529025373,0.8746878061849428,-0.943142882420365,-1.4208813806341574,-0.1932546089017147,-0.6024227613776756,0.14,0.03,0.02,105,2886.652904921949,-1.0596941576026255,0.0001520179706653,2.121586235960933,3.198436559675466,1949.170930196594
3,2,-0.4773263492011933,1.0391344062512178,-1.4661847503196708,0.4542097793188898,0.0596207657377179,0.214761990845342,0.0098793790266277,30,3.14,-0.0836547491760114,0.3378378220070093,-1.1024241124235945,-1.3573764180403944,-0.9955154981018932,-1.130369783702737,0.09,0.02,0.01,81,1975.0244931389702,-1.4701228087017706,0.0228333737231618,2.125862953916751,2.32922712846192,1949.05103003597
